##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
SRR172903.826552 USI-EAS376:2:10:712:1061 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.126986835492	concat
SRR172903.826552 USI-EAS376:2:10:712:1061 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.126796852107	concat
SRR172903.826552 USI-EAS376:2:10:712:1061 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.063709807466	concat
SRR172903.826552 USI-EAS376:2:10:712:1061 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.063709807466	concat
SRR172903.838866 USI-EAS376:2:10:987:788 length=75	6.74	371731	species	RHODOBACTER SP. SW2	0.434380053656192	mtDNA_ND1_aa_aligned
SRR172903.838866 USI-EAS376:2:10:987:788 length=75	6.74	1060	genus	RHODOBACTER	0.434380053656192	mtDNA_ND1_aa_aligned
SRR172903.838866 USI-EAS376:2:10:987:788 length=75	6.74	31989	family	RHODOBACTERACEAE	0.0396309938846719	mtDNA_ND1_aa_aligned
SRR172903.838866 USI-EAS376:2:10:987:788 length=75	6.74	204455	order	RHODOBACTERALES	0.0396309938846719	mtDNA_ND1_aa_aligned
SRR172903.838866 USI-EAS376:2:10:987:788 length=75	6.74	633131	species	THALASSIOBIUM SP. R2A62	0.00457902854425175	mtDNA_ND1_aa_aligned
SRR172903.838866 USI-EAS376:2:10:987:788 length=75	6.74	633130	genus	THALASSOBIUM	0.00457902854425175	mtDNA_ND1_aa_aligned
SRR172903.838866 USI-EAS376:2:10:987:788 length=75	6.74	Unknown	Unknown	Unclassifiable	0.0428198478297696	mtDNA_ND1_aa_aligned
SRR172903.234003 USI-EAS376:2:3:1039:1446 length=75	11.73	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571690105253	concat
SRR172903.234003 USI-EAS376:2:3:1039:1446 length=75	11.73	1280	species	STAPHYLOCOCCUS AUREUS	0.285574406309	concat
SRR172903.234003 USI-EAS376:2:3:1039:1446 length=75	11.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142735488438	concat
SRR172903.331222 USI-EAS376:2:4:1181:1859 length=75	2.73	1063	species	RHODOBACTER SPHAEROIDES	0.406255619992	concat
SRR172903.331222 USI-EAS376:2:4:1181:1859 length=75	2.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.148448890055	concat
SRR172903.331222 USI-EAS376:2:4:1181:1859 length=75	2.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.148440380539	concat
SRR172903.331222 USI-EAS376:2:4:1181:1859 length=75	2.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.148437542806	concat
SRR172903.331222 USI-EAS376:2:4:1181:1859 length=75	2.73	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.148417566608	concat
SRR172903.426969 USI-EAS376:2:5:1320:257 length=75	1.75	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.971302870622476	concat
SRR172903.426969 USI-EAS376:2:5:1320:257 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.0117446363844058	concat
SRR172903.426969 USI-EAS376:2:5:1320:257 length=75	1.75	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.00595003366479292	concat
SRR172903.426969 USI-EAS376:2:5:1320:257 length=75	1.75	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.0055071336637527	concat
SRR172903.426969 USI-EAS376:2:5:1320:257 length=75	1.75	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.00549532566457269	concat
SRR172903.388512 USI-EAS376:2:5:544:257 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.143734668048144	concat
SRR172903.388512 USI-EAS376:2:5:544:257 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142931668595143	concat
SRR172903.388512 USI-EAS376:2:5:544:257 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142801224184143	concat
SRR172903.388512 USI-EAS376:2:5:544:257 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142681757099143	concat
SRR172903.388512 USI-EAS376:2:5:544:257 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142562388010143	concat
SRR172903.388512 USI-EAS376:2:5:544:257 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142334792519142	concat
SRR172903.388512 USI-EAS376:2:5:544:257 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0714767507720715	concat
SRR172903.388512 USI-EAS376:2:5:544:257 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0714767507720715	concat
SRR172903.897344 USI-EAS376:2:11:473:1562 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.344454082365147	concat
SRR172903.897344 USI-EAS376:2:11:473:1562 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.32405027491812	concat
SRR172903.897344 USI-EAS376:2:11:473:1562 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.32321530652012	concat
SRR172903.897344 USI-EAS376:2:11:473:1562 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.00828033619661306	concat
SRR172903.486616 USI-EAS376:2:6:750:1164 length=75	3.74	562	species	ESCHERICHIA COLI	0.42991448089557	concat
SRR172903.486616 USI-EAS376:2:6:750:1164 length=75	3.74	1181777	no rank	ESCHERICHIA COLI KTE233	0.143065153418857	concat
SRR172903.486616 USI-EAS376:2:6:750:1164 length=75	3.74	913088	no rank	ESCHERICHIA COLI TW11681	0.142867940044857	concat
SRR172903.486616 USI-EAS376:2:6:750:1164 length=75	3.74	1181778	no rank	ESCHERICHIA COLI KTE234	0.142021122930858	concat
SRR172903.486616 USI-EAS376:2:6:750:1164 length=75	3.74	37762	no rank	ESCHERICHIA COLI B	0.0710656513549289	concat
SRR172903.486616 USI-EAS376:2:6:750:1164 length=75	3.74	413997	no rank	ESCHERICHIA COLI B STR. REL606	0.0710656513549289	concat
SRR172903.1780 USI-EAS376:2:1:42:952 length=75	3.71	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.291914780355292	concat
SRR172903.1780 USI-EAS376:2:1:42:952 length=75	3.71	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142309987506142	concat
SRR172903.1780 USI-EAS376:2:1:42:952 length=75	3.71	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.141767092791142	concat
SRR172903.1780 USI-EAS376:2:1:42:952 length=75	3.71	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141634971517142	concat
SRR172903.1780 USI-EAS376:2:1:42:952 length=75	3.71	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.141199751431141	concat
SRR172903.1780 USI-EAS376:2:1:42:952 length=75	3.71	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141173416399141	concat
SRR172903.453640 USI-EAS376:2:6:86:1259 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.290321174672	concat
SRR172903.453640 USI-EAS376:2:6:86:1259 length=75	1.75	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.14245853145	concat
SRR172903.453640 USI-EAS376:2:6:86:1259 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142049146534	concat
SRR172903.453640 USI-EAS376:2:6:86:1259 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141949443528	concat
SRR172903.453640 USI-EAS376:2:6:86:1259 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.141620799771	concat
SRR172903.453640 USI-EAS376:2:6:86:1259 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141600904045	concat
SRR172903.131801 USI-EAS376:2:2:810:980 length=75	2.70	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.14976661309615	concat
SRR172903.131801 USI-EAS376:2:2:810:980 length=75	2.70	1280	species	STAPHYLOCOCCUS AUREUS	0.148553407276149	concat
SRR172903.131801 USI-EAS376:2:2:810:980 length=75	2.70	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.140559035903141	concat
SRR172903.131801 USI-EAS376:2:2:810:980 length=75	2.70	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.14030813535414	concat
SRR172903.131801 USI-EAS376:2:2:810:980 length=75	2.70	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.14026752417214	concat
SRR172903.131801 USI-EAS376:2:2:810:980 length=75	2.70	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.14023031310814	concat
SRR172903.131801 USI-EAS376:2:2:810:980 length=75	2.70	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0701574855450701	concat
SRR172903.131801 USI-EAS376:2:2:810:980 length=75	2.70	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0701574855450701	concat
SRR172903.47122 USI-EAS376:2:1:937:1628 length=75	1.69	286	genus	PSEUDOMONAS	0.323765000607	concat
SRR172903.47122 USI-EAS376:2:1:937:1628 length=75	1.69	1262663	no rank	PSEUDOMONAS AERUGINOSA VRFPA01	0.139957519812	concat
SRR172903.47122 USI-EAS376:2:1:937:1628 length=75	1.69	350703	no rank	PSEUDOMONAS AERUGINOSA 2192	0.139585022227	concat
SRR172903.47122 USI-EAS376:2:1:937:1628 length=75	1.69	1415629	no rank	PSEUDOMONAS AERUGINOSA MTB 1	0.132335613431	concat
SRR172903.47122 USI-EAS376:2:1:937:1628 length=75	1.69	350704	no rank	PSEUDOMONAS AERUGINOSA C3719	0.132203762852	concat
SRR172903.47122 USI-EAS376:2:1:937:1628 length=75	1.69	665948	species	PSEUDOMONAS SP. 2_1_26	0.132153081071	concat
SRR172903.738952 USI-EAS376:2:9:666:204 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.42942525423357	concat
SRR172903.738952 USI-EAS376:2:9:666:204 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142886373735857	concat
SRR172903.738952 USI-EAS376:2:9:666:204 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142645090966857	concat
SRR172903.738952 USI-EAS376:2:9:666:204 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142631714906857	concat
SRR172903.738952 USI-EAS376:2:9:666:204 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142411566156858	concat
SRR172903.725906 USI-EAS376:2:9:403:1565 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.469392883789469	concat
SRR172903.725906 USI-EAS376:2:9:403:1565 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.132952891637133	concat
SRR172903.725906 USI-EAS376:2:9:403:1565 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.132829822676133	concat
SRR172903.725906 USI-EAS376:2:9:403:1565 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.132424464421132	concat
SRR172903.725906 USI-EAS376:2:9:403:1565 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.132399937476132	concat
SRR172903.899045 USI-EAS376:2:11:510:1115 length=75	3.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.144068702959856	concat
SRR172903.899045 USI-EAS376:2:11:510:1115 length=75	3.74	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143058939215857	concat
SRR172903.899045 USI-EAS376:2:11:510:1115 length=75	3.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142894890088857	concat
SRR172903.899045 USI-EAS376:2:11:510:1115 length=75	3.74	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142744662069857	concat
SRR172903.899045 USI-EAS376:2:11:510:1115 length=75	3.74	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142629537604857	concat
SRR172903.899045 USI-EAS376:2:11:510:1115 length=75	3.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142308440454858	concat
SRR172903.899045 USI-EAS376:2:11:510:1115 length=75	3.74	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142294827605858	concat
SRR172903.406098 USI-EAS376:2:5:902:1548 length=75	1.66	1063	species	RHODOBACTER SPHAEROIDES	0.421027155748579	concat
SRR172903.406098 USI-EAS376:2:5:902:1548 length=75	1.66	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.152512496809847	concat
SRR172903.406098 USI-EAS376:2:5:902:1548 length=75	1.66	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.152457109403848	concat
SRR172903.406098 USI-EAS376:2:5:902:1548 length=75	1.66	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.146560771548853	concat
SRR172903.406098 USI-EAS376:2:5:902:1548 length=75	1.66	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.127442466488873	concat
SRR172903.159786 USI-EAS376:2:2:1349:46 length=75	2.70	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.284172827856284	concat
SRR172903.159786 USI-EAS376:2:2:1349:46 length=75	2.70	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.143909776045144	concat
SRR172903.159786 USI-EAS376:2:2:1349:46 length=75	2.70	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.143701155569144	concat
SRR172903.159786 USI-EAS376:2:2:1349:46 length=75	2.70	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.143014744214143	concat
SRR172903.159786 USI-EAS376:2:2:1349:46 length=75	2.70	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142973247407143	concat
SRR172903.159786 USI-EAS376:2:2:1349:46 length=75	2.70	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142228248908142	concat
SRR172903.328913 USI-EAS376:2:4:1138:1198 length=75	2.73	857133	no rank	STREPTOCOCCUS MUTANS M21	0.14295650118	concat
SRR172903.328913 USI-EAS376:2:4:1138:1198 length=75	2.73	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.142915923893	concat
SRR172903.328913 USI-EAS376:2:4:1138:1198 length=75	2.73	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142869554506	concat
SRR172903.328913 USI-EAS376:2:4:1138:1198 length=75	2.73	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142846376194	concat
SRR172903.328913 USI-EAS376:2:4:1138:1198 length=75	2.73	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142823195137	concat
SRR172903.328913 USI-EAS376:2:4:1138:1198 length=75	2.73	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142817401693	concat
SRR172903.328913 USI-EAS376:2:4:1138:1198 length=75	2.73	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142771047397	concat
SRR172903.812334 USI-EAS376:2:10:412:1829 length=75	2.70	857108	no rank	STREPTOCOCCUS MUTANS SM1	0.143715126666	concat
SRR172903.812334 USI-EAS376:2:10:412:1829 length=75	2.70	857154	no rank	STREPTOCOCCUS MUTANS 1ID3	0.143464056491	concat
SRR172903.812334 USI-EAS376:2:10:412:1829 length=75	2.70	1074127	no rank	STREPTOCOCCUS MUTANS TCI 151	0.143109128622	concat
SRR172903.812334 USI-EAS376:2:10:412:1829 length=75	2.70	1155071	no rank	STREPTOCOCCUS MUTANS LJ23	0.142921528666	concat
SRR172903.812334 USI-EAS376:2:10:412:1829 length=75	2.70	1074175	no rank	STREPTOCOCCUS MUTANS TCI 256	0.142401694384	concat
SRR172903.812334 USI-EAS376:2:10:412:1829 length=75	2.70	1074119	no rank	STREPTOCOCCUS MUTANS TCI 123	0.142214960048	concat
SRR172903.812334 USI-EAS376:2:10:412:1829 length=75	2.70	1074155	no rank	STREPTOCOCCUS MUTANS TCI 204	0.142173505123	concat
SRR172903.997711 USI-EAS376:2:12:947:1669 length=75	4.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.472958126866527	concat
SRR172903.997711 USI-EAS376:2:12:947:1669 length=75	4.75	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.132420851783868	concat
SRR172903.997711 USI-EAS376:2:12:947:1669 length=75	4.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.131804730559868	concat
SRR172903.997711 USI-EAS376:2:12:947:1669 length=75	4.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.131654865753868	concat
SRR172903.997711 USI-EAS376:2:12:947:1669 length=75	4.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.131161425035869	concat
SRR172903.72911 USI-EAS376:2:1:1437:1150 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.391096121860756	concat
SRR172903.72911 USI-EAS376:2:1:1437:1150 length=75	1.75	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.152330452753061	concat
SRR172903.72911 USI-EAS376:2:1:1437:1150 length=75	1.75	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.152223130281061	concat
SRR172903.72911 USI-EAS376:2:1:1437:1150 length=75	1.75	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.152203936610061	concat
SRR172903.72911 USI-EAS376:2:1:1437:1150 length=75	1.75	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.152146358495061	concat
SRR172903.684985 USI-EAS376:2:8:1333:1175 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.572101015715	concat
SRR172903.684985 USI-EAS376:2:8:1333:1175 length=75	3.74	979205	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM057	0.143401462344	concat
SRR172903.684985 USI-EAS376:2:8:1333:1175 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142286279329	concat
SRR172903.684985 USI-EAS376:2:8:1333:1175 length=75	3.74	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.142211242612	concat
SRR172903.286725 USI-EAS376:2:4:308:547 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.360709065774845	concat
SRR172903.286725 USI-EAS376:2:4:308:547 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.359128884049846	concat
SRR172903.286725 USI-EAS376:2:4:308:547 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.277525760642881	concat
SRR172903.286725 USI-EAS376:2:4:308:547 length=75	2.73	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.00263628953242887	concat
SRR172903.529014 USI-EAS376:2:6:1618:699 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.469947999061477	concat
SRR172903.529014 USI-EAS376:2:6:1618:699 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.178958988733839	concat
SRR172903.529014 USI-EAS376:2:6:1618:699 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.17820824328384	concat
SRR172903.529014 USI-EAS376:2:6:1618:699 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.172884768920844	concat
SRR172903.384109 USI-EAS376:2:5:458:26 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.305447741767695	concat
SRR172903.384109 USI-EAS376:2:5:458:26 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142295719698858	concat
SRR172903.384109 USI-EAS376:2:5:458:26 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141334677879859	concat
SRR172903.384109 USI-EAS376:2:5:458:26 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.138208321780862	concat
SRR172903.384109 USI-EAS376:2:5:458:26 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.138021048836862	concat
SRR172903.384109 USI-EAS376:2:5:458:26 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.134692490035865	concat
SRR172903.328015 USI-EAS376:2:4:1120:1730 length=75	1.69	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.57661809253	concat
SRR172903.328015 USI-EAS376:2:4:1120:1730 length=75	1.69	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.106277932626	concat
SRR172903.328015 USI-EAS376:2:4:1120:1730 length=75	1.69	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.106100988326	concat
SRR172903.328015 USI-EAS376:2:4:1120:1730 length=75	1.69	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.10551907644	concat
SRR172903.328015 USI-EAS376:2:4:1120:1730 length=75	1.69	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.105483910078	concat
SRR172903.218541 USI-EAS376:2:3:732:1258 length=75	2.73	1063	species	RHODOBACTER SPHAEROIDES	0.361781860603234	concat
SRR172903.218541 USI-EAS376:2:3:732:1258 length=75	2.73	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.159691757718192	concat
SRR172903.218541 USI-EAS376:2:3:732:1258 length=75	2.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.159549582732191	concat
SRR172903.218541 USI-EAS376:2:3:732:1258 length=75	2.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.159525104809191	concat
SRR172903.218541 USI-EAS376:2:3:732:1258 length=75	2.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.159451694137191	concat
SRR172903.967482 USI-EAS376:2:12:287:209 length=75	2.67	1280	species	STAPHYLOCOCCUS AUREUS	0.43172669956	concat
SRR172903.967482 USI-EAS376:2:12:287:209 length=75	2.67	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.146074557798	concat
SRR172903.967482 USI-EAS376:2:12:287:209 length=75	2.67	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.143073581065	concat
SRR172903.967482 USI-EAS376:2:12:287:209 length=75	2.67	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.141702967295	concat
SRR172903.967482 USI-EAS376:2:12:287:209 length=75	2.67	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.137422194282	concat
SRR172903.899751 USI-EAS376:2:11:526:434 length=75	4.75	145260	genus	METHANOTHERMOBACTER	0.156277567207156	concat
SRR172903.899751 USI-EAS376:2:11:526:434 length=75	4.75	911116	no rank	METHANOBREVIBACTER SMITHII TS145A	0.144159339850144	concat
SRR172903.899751 USI-EAS376:2:11:526:434 length=75	4.75	911129	no rank	METHANOBREVIBACTER SMITHII TS95A	0.144159339850144	concat
SRR172903.899751 USI-EAS376:2:11:526:434 length=75	4.75	1220534	species	METHANOBACTERIUM SP. MADDINGLEY MBC34	0.138881022374139	concat
SRR172903.899751 USI-EAS376:2:11:526:434 length=75	4.75	1379702	species	METHANOBACTERIUM SP. MB1	0.138820854161139	concat
SRR172903.899751 USI-EAS376:2:11:526:434 length=75	4.75	1204725	no rank	METHANOBACTERIUM FORMICICUM DSM 3637	0.0694405111980694	concat
SRR172903.899751 USI-EAS376:2:11:526:434 length=75	4.75	2162	species	METHANOBACTERIUM FORMICICUM	0.0694405111980694	concat
SRR172903.899751 USI-EAS376:2:11:526:434 length=75	4.75	Unknown	Unknown	Unclassifiable	0.138820854161139	concat
SRR172903.163007 USI-EAS376:2:2:1413:987 length=75	1.75	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571690831278428	concat
SRR172903.163007 USI-EAS376:2:2:1413:987 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.285573441726714	concat
SRR172903.163007 USI-EAS376:2:2:1413:987 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142735726994857	concat
SRR172903.373619 USI-EAS376:2:5:251:1939 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.143195721844857	concat
SRR172903.373619 USI-EAS376:2:5:251:1939 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142885885873857	concat
SRR172903.373619 USI-EAS376:2:5:251:1939 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142835613271857	concat
SRR172903.373619 USI-EAS376:2:5:251:1939 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142789533879857	concat
SRR172903.373619 USI-EAS376:2:5:251:1939 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142743449847857	concat
SRR172903.373619 USI-EAS376:2:5:251:1939 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142655496027857	concat
SRR172903.373619 USI-EAS376:2:5:251:1939 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0714471496269285	concat
SRR172903.373619 USI-EAS376:2:5:251:1939 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0714471496269285	concat
SRR172903.535893 USI-EAS376:2:6:1762:360 length=75	1.72	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.437535713336	concat
SRR172903.535893 USI-EAS376:2:6:1762:360 length=75	1.72	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.14152985221	concat
SRR172903.535893 USI-EAS376:2:6:1762:360 length=75	1.72	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.140638779414	concat
SRR172903.535893 USI-EAS376:2:6:1762:360 length=75	1.72	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.140475065725	concat
SRR172903.535893 USI-EAS376:2:6:1762:360 length=75	1.72	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.139820589315	concat
SRR172903.465282 USI-EAS376:2:6:325:117 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.295241256009	concat
SRR172903.465282 USI-EAS376:2:6:325:117 length=75	1.75	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142011265929	concat
