	##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
13407	SRR172903.112483 USI-EAS376:2:2:436:483 length=75	2.7	1262663	no rank	PSEUDOMONAS AERUGINOSA VRFPA01	0.144346410184	concat
13408	SRR172903.112483 USI-EAS376:2:2:436:483 length=75	2.7	286	genus	PSEUDOMONAS	0.144049072551	concat
13409	SRR172903.112483 USI-EAS376:2:2:436:483 length=75	2.7	1415629	no rank	PSEUDOMONAS AERUGINOSA MTB 1	0.142492150895	concat
13410	SRR172903.112483 USI-EAS376:2:2:436:483 length=75	2.7	350704	no rank	PSEUDOMONAS AERUGINOSA C3719	0.14245798754699998	concat
13411	SRR172903.112483 USI-EAS376:2:2:436:483 length=75	2.7	665948	species	PSEUDOMONAS SP. 2_1_26	0.14244484705	concat
13412	SRR172903.112483 USI-EAS376:2:2:436:483 length=75	2.7	1163394	no rank	PSEUDOMONAS AERUGINOSA ATCC 700888	0.142368596147	concat
13413	SRR172903.112483 USI-EAS376:2:2:436:483 length=75	2.7	350703	no rank	PSEUDOMONAS AERUGINOSA 2192	0.141840935626	concat
13414	SRR172903.664842 USI-EAS376:2:8:900:225 length=75	3.71	1063	species	RHODOBACTER SPHAEROIDES	0.37288740758425104	concat
13415	SRR172903.664842 USI-EAS376:2:8:900:225 length=75	3.71	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.163173279054935	concat
13416	SRR172903.664842 USI-EAS376:2:8:900:225 length=75	3.71	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.163095304738935	concat
13417	SRR172903.664842 USI-EAS376:2:8:900:225 length=75	3.71	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.163080463751935	concat
13418	SRR172903.664842 USI-EAS376:2:8:900:225 length=75	3.71	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.13776354486994502	concat
13419	SRR172903.354325 USI-EAS376:2:4:1634:718 length=75	3.65	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.985065426054596	concat
13420	SRR172903.354325 USI-EAS376:2:4:1634:718 length=75	3.65	1063	species	RHODOBACTER SPHAEROIDES	0.0078011665171668	concat
13421	SRR172903.354325 USI-EAS376:2:4:1634:718 length=75	3.65	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.00381325914028844	concat
13422	SRR172903.354325 USI-EAS376:2:4:1634:718 length=75	3.65	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.00332014828794864	concat
13423	SRR172903.55291 USI-EAS376:2:1:1095:1318 length=75	1.66	857154	no rank	STREPTOCOCCUS MUTANS 1ID3	0.14365550473614402	concat
13424	SRR172903.55291 USI-EAS376:2:1:1095:1318 length=75	1.66	1074127	no rank	STREPTOCOCCUS MUTANS TCI 151	0.143312950033143	concat
13425	SRR172903.55291 USI-EAS376:2:1:1095:1318 length=75	1.66	1155071	no rank	STREPTOCOCCUS MUTANS LJ23	0.143131889513143	concat
13426	SRR172903.55291 USI-EAS376:2:1:1095:1318 length=75	1.66	1074175	no rank	STREPTOCOCCUS MUTANS TCI 256	0.142630118183143	concat
13427	SRR172903.55291 USI-EAS376:2:1:1095:1318 length=75	1.66	1074119	no rank	STREPTOCOCCUS MUTANS TCI 123	0.142449860619142	concat
13428	SRR172903.55291 USI-EAS376:2:1:1095:1318 length=75	1.66	1074155	no rank	STREPTOCOCCUS MUTANS TCI 204	0.14240984089714198	concat
13429	SRR172903.55291 USI-EAS376:2:1:1095:1318 length=75	1.66	1074102	no rank	STREPTOCOCCUS MUTANS TCI 70	0.142409836018142	concat
13430	SRR172903.328856 USI-EAS376:2:4:1137:1092 length=75	3.62	1279	genus	STAPHYLOCOCCUS	0.22583259862100002	concat
13431	SRR172903.328856 USI-EAS376:2:4:1137:1092 length=75	3.62	1283	species	STAPHYLOCOCCUS HAEMOLYTICUS	0.18783995714200002	concat
13432	SRR172903.328856 USI-EAS376:2:4:1137:1092 length=75	3.62	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.13410253984	concat
13433	SRR172903.328856 USI-EAS376:2:4:1137:1092 length=75	3.62	1290	species	STAPHYLOCOCCUS HOMINIS	0.119372287709	concat
13434	SRR172903.328856 USI-EAS376:2:4:1137:1092 length=75	3.62	629742	no rank	STAPHYLOCOCCUS HOMINIS SK119	0.119372287709	concat
13435	SRR172903.328856 USI-EAS376:2:4:1137:1092 length=75	3.62	279808	no rank	STAPHYLOCOCCUS HAEMOLYTICUS JCSC1435	0.106931167569	concat
13436	SRR172903.328856 USI-EAS376:2:4:1137:1092 length=75	3.62	1134914	no rank	STAPHYLOCOCCUS HAEMOLYTICUS R1P1	0.10654916141000001	concat
13437	SRR172903.896615 USI-EAS376:2:11:458:779 length=75	1.72	1063	species	RHODOBACTER SPHAEROIDES	0.39653845105911895	concat
13438	SRR172903.896615 USI-EAS376:2:11:458:779 length=75	1.72	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.21334518930106397	concat
13439	SRR172903.896615 USI-EAS376:2:11:458:779 length=75	1.72	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.21317107576006403	concat
13440	SRR172903.896615 USI-EAS376:2:11:458:779 length=75	1.72	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.15206610967804599	concat
13441	SRR172903.896615 USI-EAS376:2:11:458:779 length=75	1.72	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.0248791742017075	concat
13443	SRR172903.437566 USI-EAS376:2:5:1533:746 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.285707497839714	concat
13444	SRR172903.437566 USI-EAS376:2:5:1533:746 length=75	2.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.14285135303285698	concat
13445	SRR172903.489253 USI-EAS376:2:6:804:1717 length=75	3.74	1063	species	RHODOBACTER SPHAEROIDES	0.35890285711967895	concat
13446	SRR172903.489253 USI-EAS376:2:6:804:1717 length=75	3.74	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.16029242463208	concat
13447	SRR172903.489253 USI-EAS376:2:6:804:1717 length=75	3.74	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.16028234436808	concat
13448	SRR172903.489253 USI-EAS376:2:6:804:1717 length=75	3.74	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.16027897134907998	concat
13449	SRR172903.489253 USI-EAS376:2:6:804:1717 length=75	3.74	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.16024340253108	concat
13450	SRR172903.507294 USI-EAS376:2:6:1178:1722 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.50187482047293	concat
13451	SRR172903.507294 USI-EAS376:2:6:1178:1722 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.477691617644933	concat
13453	SRR172903.507294 USI-EAS376:2:6:1178:1722 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.00421933485990941	concat
13454	SRR172903.507294 USI-EAS376:2:6:1178:1722 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.00421815436588941	concat
13455	SRR172903.507294 USI-EAS376:2:6:1178:1722 length=75	1.75	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.004088861224179429	concat
13456	SRR172903.968913 USI-EAS376:2:12:318:661 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.285423587489	concat
13457	SRR172903.968913 USI-EAS376:2:12:318:661 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.143051584927	concat
13458	SRR172903.968913 USI-EAS376:2:12:318:661 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.14301353882099999	concat
13459	SRR172903.968913 USI-EAS376:2:12:318:661 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142887842727	concat
13460	SRR172903.968913 USI-EAS376:2:12:318:661 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142880229329	concat
13461	SRR172903.968913 USI-EAS376:2:12:318:661 length=75	1.75	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142743216707	concat
13462	SRR172903.682638 USI-EAS376:2:8:1285:1473 length=75	2.73	483214	no rank	METHANOBREVIBACTER SMITHII DSM 2375	1.0	concat
13464	SRR172903.432763 USI-EAS376:2:5:1436:952 length=75	2.7	1279	genus	STAPHYLOCOCCUS	0.216362304323784	concat
13465	SRR172903.432763 USI-EAS376:2:5:1436:952 length=75	2.7	1280	species	STAPHYLOCOCCUS AUREUS	0.130756098538869	concat
13466	SRR172903.432763 USI-EAS376:2:5:1436:952 length=75	2.7	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.130525181057869	concat
13467	SRR172903.586576 USI-EAS376:2:7:1033:907 length=75	2.61	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.9439506637162081	concat
13468	SRR172903.586576 USI-EAS376:2:7:1033:907 length=75	2.61	1063	species	RHODOBACTER SPHAEROIDES	0.0296897077698465	concat
13469	SRR172903.586576 USI-EAS376:2:7:1033:907 length=75	2.61	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.00901000354008198	concat
13470	SRR172903.586576 USI-EAS376:2:7:1033:907 length=75	2.61	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.00868451461133191	concat
13471	SRR172903.586576 USI-EAS376:2:7:1033:907 length=75	2.61	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.00866511036253191	concat
13472	SRR172903.54280 USI-EAS376:2:1:1075:1190 length=75	3.74	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.972323670188767	concat
13473	SRR172903.54280 USI-EAS376:2:1:1075:1190 length=75	3.74	1063	species	RHODOBACTER SPHAEROIDES	0.0115151032028772	concat
13474	SRR172903.54280 USI-EAS376:2:1:1075:1190 length=75	3.74	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.0102093547509975	concat
13475	SRR172903.54280 USI-EAS376:2:1:1075:1190 length=75	3.74	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.0059518718573585705	concat
13476	SRR172903.743650 USI-EAS376:2:9:762:1110 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.00982145781525383	16s_reps_bac
13478	SRR172903.574545 USI-EAS376:2:7:767:1251 length=75	3.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.14407078255300002	concat
13479	SRR172903.574545 USI-EAS376:2:7:767:1251 length=75	3.74	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142959286133	concat
13480	SRR172903.574545 USI-EAS376:2:7:767:1251 length=75	3.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.14277939226	concat
13481	SRR172903.574545 USI-EAS376:2:7:767:1251 length=75	3.74	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142614669167	concat
13482	SRR172903.574545 USI-EAS376:2:7:767:1251 length=75	3.74	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142450107263	concat
13483	SRR172903.574545 USI-EAS376:2:7:767:1251 length=75	3.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142136438176	concat
13484	SRR172903.574545 USI-EAS376:2:7:767:1251 length=75	3.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.071494662224	concat
13485	SRR172903.574545 USI-EAS376:2:7:767:1251 length=75	3.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.071494662224	concat
13486	SRR172903.997748 USI-EAS376:2:12:948:1261 length=75	1.72	904143	no rank	STAPHYLOCOCCUS WARNERI A487	0.143238440875143	concat
13487	SRR172903.997748 USI-EAS376:2:12:948:1261 length=75	1.72	1053179	no rank	BACILLUS CEREUS BAG2X1 1	0.14302675210714302	concat
13488	SRR172903.997748 USI-EAS376:2:12:948:1261 length=75	1.72	279808	no rank	STAPHYLOCOCCUS HAEMOLYTICUS JCSC1435	0.142912173943143	concat
13489	SRR172903.997748 USI-EAS376:2:12:948:1261 length=75	1.72	388400	species	BACILLUS SP. B14905	0.142437259098142	concat
13490	SRR172903.997748 USI-EAS376:2:12:948:1261 length=75	1.72	714961	no rank	LYSINIBACILLUS FUSIFORMIS ZC1	0.0712625497710713	concat
13491	SRR172903.997748 USI-EAS376:2:12:948:1261 length=75	1.72	28031	species	LYSINIBACILLUS FUSIFORMIS	0.0712625497710713	concat
13493	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	35806	species	RHODOVULUM SULFIDOPHILUM	0.14211123346385798	concat
13494	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	188905	genus	JANNASCHIA	0.0694593699109305	concat
13495	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	290400	species	JANNASCHIA SP. CCS1	0.0694593699109305	concat
13496	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	272942	no rank	RHODOBACTER CAPSULATUS SB 1003	0.0688087992244312	concat
13497	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	1061	species	RHODOBACTER CAPSULATUS	0.0688087992244312	concat
13498	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	314271	no rank	MARITIMIBACTER ALKALIPHILUS HTCC2654	0.0537517492032796	concat
13499	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	404235	genus	MARITIMIBACTER	0.0537517492032796	concat
13500	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	404236	species	MARITIMIBACTER ALKALIPHILUS	0.0537517492032796	concat
13501	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	1284657	genus	CANDIDATUS PLANKTOMARINA	0.0479981722716187	concat
13502	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	666509	no rank	CANDIDATUS PLANKTOMARINA TEMPERATA RCA23	0.0479981722716187	concat
13503	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	1284658	species	CANDIDATUS PLANKTOMARINA TEMPERATA	0.0479981722716187	concat
13504	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	215813	species	DINOROSEOBACTER SHIBAE	0.0462044595619538	concat
13505	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	309512	genus	DINOROSEOBACTER	0.0462044595619538	concat
13506	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	398580	no rank	DINOROSEOBACTER SHIBAE DFL 12 = DSM 16493	0.0462044595619538	concat
13507	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	388399	no rank	SAGITTULA STELLATA E 37	0.0458297617182875	concat
13508	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	52603	species	SAGITTULA STELLATA	0.0458297617182875	concat
13509	SRR172903.482090 USI-EAS376:2:6:659:1983 length=75	3.74	58842	genus	SAGITTULA	0.0458297617182875	concat
13510	SRR172903.433362 USI-EAS376:2:5:1449:1389 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143390868696143	concat
13511	SRR172903.433362 USI-EAS376:2:5:1449:1389 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.14322680058714302	concat
13512	SRR172903.433362 USI-EAS376:2:5:1449:1389 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.143076530154143	concat
13513	SRR172903.433362 USI-EAS376:2:5:1449:1389 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.14290647494514302	concat
13514	SRR172903.433362 USI-EAS376:2:5:1449:1389 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142640108467143	concat
13515	SRR172903.433362 USI-EAS376:2:5:1449:1389 length=75	2.73	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142626480495143	concat
13516	SRR172903.433362 USI-EAS376:2:5:1449:1389 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.14213273665514198	concat
13517	SRR172903.594608 USI-EAS376:2:7:1211:1106 length=75	3.74	1309	species	STREPTOCOCCUS MUTANS	1.0	concat
13518	SRR172903.71605 USI-EAS376:2:1:1411:1398 length=75	3.65	938288	species	CLOSTRIDIALES BACTERIUM 9401234	0.644989927409322	concat
13519	SRR172903.71605 USI-EAS376:2:1:1411:1398 length=75	3.65	29547	class	EPSILONPROTEOBACTERIA	0.1999058333473	concat
13520	SRR172903.71605 USI-EAS376:2:1:1411:1398 length=75	3.65	410657	no rank	ECOLOGICAL METAGENOMES	0.0452206133684226	concat
13521	SRR172903.71605 USI-EAS376:2:1:1411:1398 length=75	3.65	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.0304653425150152	concat
13522	SRR172903.71605 USI-EAS376:2:1:1411:1398 length=75	3.65	93062	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS COL	0.0301386348441151	concat
13523	SRR172903.71605 USI-EAS376:2:1:1411:1398 length=75	3.65	12908	no rank	UNCLASSIFIED SEQUENCES	0.0246398242579123	concat
13524	SRR172903.71605 USI-EAS376:2:1:1411:1398 length=75	3.65	408169	no rank	METAGENOMES	0.0246398242579123	concat
13525	SRR172903.417457 USI-EAS376:2:5:1130:1405 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.282139666426	concat
13526	SRR172903.417457 USI-EAS376:2:5:1130:1405 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.14529700700099998	concat
13527	SRR172903.417457 USI-EAS376:2:5:1130:1405 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.144811354857	concat
13528	SRR172903.417457 USI-EAS376:2:5:1130:1405 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.14321975147	concat
13529	SRR172903.417457 USI-EAS376:2:5:1130:1405 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.143123848592	concat
13530	SRR172903.417457 USI-EAS376:2:5:1130:1405 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.141408371654	concat
13531	SRR172903.691852 USI-EAS376:2:8:1477:1488 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.43444185051156603	concat
13532	SRR172903.691852 USI-EAS376:2:8:1477:1488 length=75	1.75	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142352070215858	concat
13533	SRR172903.691852 USI-EAS376:2:8:1477:1488 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.14146268990085903	concat
13534	SRR172903.691852 USI-EAS376:2:8:1477:1488 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.140889038769859	concat
13535	SRR172903.691852 USI-EAS376:2:8:1477:1488 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.140854350601859	concat
13536	SRR172903.392195 USI-EAS376:2:5:620:1773 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.5010353974905011	concat
13537	SRR172903.392195 USI-EAS376:2:5:620:1773 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.125248411441125	concat
13538	SRR172903.392195 USI-EAS376:2:5:620:1773 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.125040866688125	concat
13539	SRR172903.392195 USI-EAS376:2:5:620:1773 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.12435828901512401	concat
13540	SRR172903.392195 USI-EAS376:2:5:620:1773 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.124317035365124	concat
13541	SRR172903.217622 USI-EAS376:2:3:713:431 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.571496422533428	concat
13542	SRR172903.217622 USI-EAS376:2:3:713:431 length=75	1.75	979205	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM057	0.142912152070857	concat
13543	SRR172903.217622 USI-EAS376:2:3:713:431 length=75	1.75	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.14279951506585697	concat
13544	SRR172903.217622 USI-EAS376:2:3:713:431 length=75	1.75	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.142791910329857	concat
13545	SRR172903.608858 USI-EAS376:2:7:1508:1599 length=75	1.69	1063	species	RHODOBACTER SPHAEROIDES	0.43558225607100004	concat
13546	SRR172903.608858 USI-EAS376:2:7:1508:1599 length=75	1.69	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.141225173487	concat
13547	SRR172903.608858 USI-EAS376:2:7:1508:1599 length=75	1.69	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.14113921793	concat
13548	SRR172903.608858 USI-EAS376:2:7:1508:1599 length=75	1.69	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.141110580632	concat
13549	SRR172903.608858 USI-EAS376:2:7:1508:1599 length=75	1.69	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.14094277187999998	concat
13550	SRR172903.547714 USI-EAS376:2:7:223:1497 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.781688568158218	concat
13551	SRR172903.547714 USI-EAS376:2:7:223:1497 length=75	3.74	979205	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM057	0.10961497847688999	concat
13552	SRR172903.547714 USI-EAS376:2:7:223:1497 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.108696453364891	concat
13553	SRR172903.991008 USI-EAS376:2:12:795:704 length=75	1.74	1280	species	STAPHYLOCOCCUS AUREUS	0.28475510979028495	concat
13554	SRR172903.991008 USI-EAS376:2:12:795:704 length=75	1.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.14939288913014903	concat
13555	SRR172903.991008 USI-EAS376:2:12:795:704 length=75	1.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.143816862216144	concat
13556	SRR172903.991008 USI-EAS376:2:12:795:704 length=75	1.74	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.143774187606144	concat
13557	SRR172903.991008 USI-EAS376:2:12:795:704 length=75	1.74	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.13965105328414001	concat
13559	SRR172903.535802 USI-EAS376:2:6:1760:1293 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.28701122352388203	concat
13560	SRR172903.535802 USI-EAS376:2:6:1760:1293 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.286836047148882	concat
13561	SRR172903.535802 USI-EAS376:2:6:1760:1293 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.28562161011229303	concat
13562	SRR172903.535802 USI-EAS376:2:6:1760:1293 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.140531119214942	concat
13563	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.29315861059976506	concat
13564	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.28489031175077195	concat
13565	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	252302	species	OCEANICOLA GRANULOSUS	0.0678089558354458	concat
13566	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	314256	no rank	OCEANICOLA GRANULOSUS HTCC2516	0.0678089558354458	concat
13567	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	652676	species	HYDROTHERMAL VENT METAGENOME	0.0430689839519655	concat
13568	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	1231392	no rank	OCEANIOVALIBUS GUISHANINSULA JLT2003	0.0222401065917489	concat
13569	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	1046117	species	OCEANIOVALIBUS GUISHANINSULA	0.0222401065917489	concat
13570	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	1207070	genus	OCEANIOVALIBUS	0.0222401065917489	concat
13571	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	408169	no rank	METAGENOMES	0.0193873689017345	concat
13572	SRR172903.458027 USI-EAS376:2:6:178:1040 length=75	1.69	12908	no rank	UNCLASSIFIED SEQUENCES	0.0193873689017345	concat
13574	SRR172903.939717 USI-EAS376:2:11:1454:1484 length=75	1.75	1181778	no rank	ESCHERICHIA COLI KTE234	0.143357340430857	concat
13575	SRR172903.939717 USI-EAS376:2:11:1454:1484 length=75	1.75	656437	no rank	ESCHERICHIA COLI TA143	0.143184769851857	concat
13576	SRR172903.939717 USI-EAS376:2:11:1454:1484 length=75	1.75	1181739	no rank	ESCHERICHIA COLI KTE193	0.14306984703885697	concat
13577	SRR172903.939717 USI-EAS376:2:11:1454:1484 length=75	1.75	1090926	no rank	ESCHERICHIA COLI W26	0.142611017278857	concat
13578	SRR172903.939717 USI-EAS376:2:11:1454:1484 length=75	1.75	749546	no rank	ESCHERICHIA COLI MS 185 1	0.14235355353985799	concat
13579	SRR172903.939717 USI-EAS376:2:11:1454:1484 length=75	1.75	543	family	ENTEROBACTERIACEAE	0.14232489997585798	concat
13580	SRR172903.939717 USI-EAS376:2:11:1454:1484 length=75	1.75	413997	no rank	ESCHERICHIA COLI B STR. REL606	0.0715492859419285	concat
13581	SRR172903.939717 USI-EAS376:2:11:1454:1484 length=75	1.75	37762	no rank	ESCHERICHIA COLI B	0.0715492859419285	concat
13582	SRR172903.773925 USI-EAS376:2:9:1398:1857 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.5117311313716579	concat
13583	SRR172903.773925 USI-EAS376:2:9:1398:1857 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.27219279926919004	concat
13584	SRR172903.773925 USI-EAS376:2:9:1398:1857 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.10869096023607598	concat
13585	SRR172903.773925 USI-EAS376:2:9:1398:1857 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.10738510912307499	concat
13586	SRR172903.36154 USI-EAS376:2:1:720:1487 length=75	3.74	483214	no rank	METHANOBREVIBACTER SMITHII DSM 2375	1.0	concat
13587	SRR172903.946486 USI-EAS376:2:11:1608:892 length=75	5.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.145008837583	concat
13588	SRR172903.946486 USI-EAS376:2:11:1608:892 length=75	5.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143222381651	concat
